Timestamp,Sex,University,collage,Hour_fees,Grade,Year,Absence,teacher_interest,external_sources,Friends,Friends_Absence,Teams,University_Activities,Family_Issues
11/8/2023 13:33,F,BAUM,Business,(10 - 40) JD,D,2,Yes,No,No,Yes,Yes,No,Yes,No
11/8/2023 13:33,F,HU,Science,(10 - 40) JD,A,1,No,Yes,Yes,No,Yes,No,No,No
11/8/2023 13:33,M,HU,Business,(80+) JD,A,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
11/8/2023 13:33,F,HU,Business,(45 - 80) JD,C,2,No,Yes,No,Yes,Yes,No,Yes,No
11/8/2023 13:33,M,HU,Information Technology,(45 - 80) JD,D,4,No,Yes,No,No,Yes,No,No,No
11/8/2023 13:34,F,JU,Science,(45 - 80) JD,C,2,Yes,Yes,No,No,No,No,No,No
11/8/2023 13:34,M,HU,Engineering,(10 - 40) JD,C,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
11/8/2023 13:34,M,BAUM,Engineering,(45 - 80) JD,A,1,No,Yes,Yes,Yes,No,No,Yes,Yes
11/8/2023 13:34,M,HU,Information Technology,(45 - 80) JD,A,3,Yes,Yes,Yes,No,Yes,No,Yes,Yes
11/8/2023 13:34,F,HU,Engineering,(10 - 40) JD,B,2,No,Yes,No,No,No,No,Yes,No
11/8/2023 13:34,F,BAUM,Allied Medical Sciences,(10 - 40) JD,D,2,Yes,Yes,Yes,No,Yes,No,Yes,No
11/8/2023 13:34,M,HU,Business,(10 - 40) JD,A,2,Yes,No,No,No,Yes,No,No,No
11/8/2023 13:34,M,HU,Business,(45 - 80) JD,B,1,No,No,No,No,No,No,Yes,No
11/8/2023 13:34,M,HU,Business,(10 - 40) JD,A,1,No,No,No,No,Yes,Yes,No,No
11/8/2023 13:34,F,HU,Information Technology,(45 - 80) JD,C,2,No,Yes,No,No,No,No,No,No
11/8/2023 13:35,F,HU,Science,(10 - 40) JD,A,1,No,No,Yes,No,No,No,No,No
11/8/2023 13:35,M,HU,Information Technology,(45 - 80) JD,C,3,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 13:35,F,HU,Business,(45 - 80) JD,C,2,Yes,No,No,No,Yes,No,No,No
11/8/2023 13:35,F,HU,Business,(10 - 40) JD,B,2,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 13:36,F,JU,Science,(10 - 40) JD,D,2,Yes,Yes,Yes,Yes,No,No,Yes,No
11/8/2023 13:36,F,HU,Business,(45 - 80) JD,B,2,Yes,Yes,Yes,No,Yes,Yes,No,Yes
11/8/2023 13:38,F,HU,Business,(10 - 40) JD,C,2,No,No,No,No,No,No,Yes,Yes
11/8/2023 13:38,F,HU,Tourism,(10 - 40) JD,C,1,Yes,Yes,No,No,Yes,No,No,No
11/8/2023 13:39,M,HU,Information Technology,(45 - 80) JD,B,2,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 13:39,F,HU,Business,(10 - 40) JD,A,3,Yes,No,Yes,Yes,Yes,Yes,No,No
11/8/2023 13:39,F,HU,Literature,(10 - 40) JD,A,1,No,No,No,No,Yes,No,No,No
11/8/2023 13:39,M,BAUM,Science,(10 - 40) JD,B,3,No,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 13:40,M,HU,Pharmacy,(45 - 80) JD,C,1,No,No,Yes,Yes,No,No,No,No
11/8/2023 13:40,M,BAUM,Science,(10 - 40) JD,A,3,Yes,Yes,No,Yes,Yes,No,No,No
11/8/2023 13:40,F,JU,Science,(45 - 80) JD,C,2,Yes,Yes,Yes,No,No,No,No,No
11/8/2023 13:41,F,HU,Information Technology,(45 - 80) JD,C,3,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 13:41,M,HU,Nursing,(45 - 80) JD,A,3,No,No,No,No,Yes,No,No,No
11/8/2023 13:41,F,HU,Business,(10 - 40) JD,C,3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
11/8/2023 13:41,F,JU,Literature,(10 - 40) JD,A,1,No,No,No,No,Yes,No,No,No
11/8/2023 13:41,F,HU,Business,(10 - 40) JD,C,3,No,No,No,No,No,No,No,Yes
11/8/2023 13:42,F,AAB,Business,(10 - 40) JD,C,2,No,No,No,No,No,Yes,Yes,No
11/8/2023 13:42,F,HU,Engineering,(10 - 40) JD,C,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No
11/8/2023 13:42,F,AAB,Business,(10 - 40) JD,D,3,Yes,Yes,No,Yes,Yes,No,Yes,No
11/8/2023 13:42,F,HU,Information Technology,(45 - 80) JD,A,1,Yes,Yes,No,No,No,No,No,No
11/8/2023 13:42,F,HU,Information Technology,(45 - 80) JD,B,4,Yes,Yes,No,Yes,No,Yes,No,No
11/8/2023 13:42,M,HU,Information Technology,(80+) JD,B,3,Yes,No,No,No,Yes,Yes,Yes,Yes
11/8/2023 13:42,M,HU,Information Technology,(45 - 80) JD,B,3,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 13:43,M,HU,Nursing,(45 - 80) JD,B,3,Yes,Yes,Yes,Yes,Yes,No,Yes,No
11/8/2023 13:44,F,HU,Engineering,(45 - 80) JD,B,1,Yes,No,No,Yes,Yes,No,No,No
11/8/2023 13:45,F,BAUM,Rights,(45 - 80) JD,A,2,No,Yes,No,No,Yes,No,No,No
11/8/2023 13:45,F,HU,Information Technology,(45 - 80) JD,B,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No
11/8/2023 13:45,F,HU,Business,(10 - 40) JD,A,2,Yes,No,No,Yes,No,Yes,Yes,Yes
11/8/2023 13:45,F,HU,Information Technology,(45 - 80) JD,C,2,No,Yes,Yes,No,Yes,Yes,No,No
11/8/2023 13:46,M,PSUT,Information Technology,(80+) JD,D,4,No,Yes,No,No,No,No,Yes,No
11/8/2023 13:46,M,YU,Engineering,(45 - 80) JD,B,3,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 13:46,M,HU,Medicine,(80+) JD,A,1,No,No,No,No,No,No,No,No
11/8/2023 13:46,M,HU,Business,(10 - 40) JD,B,3,Yes,Yes,No,Yes,Yes,No,No,No
11/8/2023 13:47,F,AAB,Sharia,(10 - 40) JD,A,1,No,Yes,No,No,No,Yes,No,No
11/8/2023 13:47,F,HU,Natural Resources,(10 - 40) JD,B,3,No,Yes,Yes,No,No,No,No,No
11/8/2023 13:47,F,HU,Business,(45 - 80) JD,C,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
11/8/2023 13:47,M,PSUT,Information Technology,(80+) JD,D,5,Yes,Yes,Yes,Yes,Yes,No,Yes,No
11/8/2023 13:47,M,HU,Information Technology,(45 - 80) JD,A,3,Yes,Yes,Yes,Yes,Yes,No,No,No
11/8/2023 13:47,F,HU,Business,(10 - 40) JD,C,1,Yes,Yes,No,No,Yes,No,No,No
11/8/2023 13:47,F,HU,Information Technology,(45 - 80) JD,B,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes
